,firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender,carrier
2726,name2727,lastname2727,May,25,1998,BS Legal Management,+639188736429,Male,Smart
2727,name2728,lastname2728,January,2,1997,BS Communications Technology Management,+639189827938,Female,Smart
2728,name2729,lastname2729,March,5,1998,BS Communications Technology Management,+639189222173,Male,Smart
2729,name2730,lastname2730,May,13,1997,BS Legal Management,+639271162793,Male,Globe
2730,name2731,lastname2731,October,25,1997,BS Communications Technology Management,+639177188274,Female,Globe
2731,name2732,lastname2732,July,20,1997,BS Legal Management,+639181647973,Female,Smart
2732,name2733,lastname2733,December,26,1999,BS Management,+639274654361,Male,Globe
2733,name2734,lastname2734,July,14,2000,BS Information Technology Entrepreneurship,+639187025168,Female,Smart
2734,name2735,lastname2735,June,4,1997,BS Information Technology Entrepreneurship,+639188288427,Male,Smart
2735,name2736,lastname2736,August,23,2001,BS Management Engineering,+639279717453,Female,Globe
2736,name2737,lastname2737,August,1,1999,BS Information Technology Entrepreneurship,+639275029852,Female,Globe
2737,name2738,lastname2738,August,15,1999,BS Management,+639279863332,Female,Globe
2738,name2739,lastname2739,October,7,1998,BS Legal Management,+639175087141,Female,Globe
2739,name2740,lastname2740,February,20,1997,BS Information Technology Entrepreneurship,+639184959723,Male,Smart
2740,name2741,lastname2741,December,16,1997,BS Management Engineering,+639185844013,Male,Smart
2741,name2742,lastname2742,November,24,1998,BS Information Technology Entrepreneurship,+639174451743,Male,Globe
2742,name2743,lastname2743,November,2,1997,BS Communications Technology Management,+639274257150,Female,Globe
2743,name2744,lastname2744,December,27,1999,BS Management,+639276603770,Female,Globe
2744,name2745,lastname2745,August,18,1999,BS Management Engineering,+639183117239,Female,Smart
2745,name2746,lastname2746,August,14,2000,BS Management,+639178649783,Female,Globe
2746,name2747,lastname2747,July,12,1997,BS Management,+639175471040,Male,Globe
2747,name2748,lastname2748,November,27,1997,BS Communications Technology Management,+639189256259,Male,Smart
2748,name2749,lastname2749,May,11,1997,BS Management,+639273936987,Female,Globe
2749,name2750,lastname2750,May,22,1999,BS Management,+639177459229,Female,Globe
2750,name2751,lastname2751,June,26,1997,BS Communications Technology Management,+639186356588,Female,Smart
2751,name2752,lastname2752,March,21,1997,BS Communications Technology Management,+639186126400,Female,Smart
2752,name2753,lastname2753,May,26,2001,BS Management Engineering,+639182287551,Male,Smart
2753,name2754,lastname2754,January,2,1997,BS Information Technology Entrepreneurship,+639177242365,Female,Globe
2754,name2755,lastname2755,September,28,1999,BS Legal Management,+639185506867,Female,Smart
2755,name2756,lastname2756,October,5,2001,BS Information Technology Entrepreneurship,+639172035605,Female,Globe
2756,name2757,lastname2757,February,22,1999,BS Information Technology Entrepreneurship,+639177892740,Male,Globe
2757,name2758,lastname2758,April,9,1998,BS Communications Technology Management,+639172432739,Female,Globe
2758,name2759,lastname2759,January,3,1997,BS Communications Technology Management,+639188661533,Male,Smart
2759,name2760,lastname2760,May,2,2000,BS Information Technology Entrepreneurship,+639273194713,Male,Globe
2760,name2761,lastname2761,January,11,1999,BS Legal Management,+639274922596,Female,Globe
2761,name2762,lastname2762,February,8,2001,BS Management Engineering,+639188697217,Male,Smart
2762,name2763,lastname2763,December,21,1999,BS Management Engineering,+639279403422,Female,Globe
2763,name2764,lastname2764,January,5,1997,BS Management,+639183165526,Male,Smart
2764,name2765,lastname2765,September,5,1999,BS Legal Management,+639278287422,Male,Globe
2765,name2766,lastname2766,May,2,1998,BS Legal Management,+639179959584,Female,Globe
2766,name2767,lastname2767,November,6,1998,BS Management,+639272802313,Male,Globe
2767,name2768,lastname2768,December,26,1997,BS Management Engineering,+639279695303,Female,Globe
2768,name2769,lastname2769,June,28,2001,BS Management,+639171889608,Female,Globe
2769,name2770,lastname2770,October,4,2000,BS Management Engineering,+639184777221,Female,Smart
2770,name2771,lastname2771,July,14,2001,BS Communications Technology Management,+639179831041,Male,Globe
2771,name2772,lastname2772,July,19,1997,BS Communications Technology Management,+639272961922,Male,Globe
2772,name2773,lastname2773,September,9,1999,BS Legal Management,+639278138305,Male,Globe
2773,name2774,lastname2774,June,25,1997,BS Management Engineering,+639179173265,Female,Globe
2774,name2775,lastname2775,January,3,2001,BS Management Engineering,+639172687940,Female,Globe
2775,name2776,lastname2776,March,9,2001,BS Management Engineering,+639185114076,Male,Smart
2776,name2777,lastname2777,September,15,1999,BS Management,+639278686320,Female,Globe
2777,name2778,lastname2778,July,20,1997,BS Legal Management,+639186056955,Male,Smart
2778,name2779,lastname2779,March,22,1997,BS Communications Technology Management,+639275811353,Male,Globe
2779,name2780,lastname2780,September,21,1999,BS Management,+639182985914,Female,Smart
2780,name2781,lastname2781,January,2,1997,BS Management,+639277172345,Female,Globe
2781,name2782,lastname2782,July,8,2000,BS Management Engineering,+639278673896,Female,Globe
2782,name2783,lastname2783,September,1,1997,BS Management Engineering,+639182395923,Female,Smart
2783,name2784,lastname2784,February,7,1999,BS Management Engineering,+639188524862,Male,Smart
2784,name2785,lastname2785,July,18,1999,BS Legal Management,+639189183415,Female,Smart
2785,name2786,lastname2786,March,15,1999,BS Information Technology Entrepreneurship,+639279963240,Female,Globe
2786,name2787,lastname2787,April,13,1999,BS Information Technology Entrepreneurship,+639179961035,Male,Globe
2787,name2788,lastname2788,July,9,1998,BS Management Engineering,+639178864199,Female,Globe
2788,name2789,lastname2789,April,1,2000,BS Communications Technology Management,+639271197616,Male,Globe
2789,name2790,lastname2790,December,7,1997,BS Management Engineering,+639273366772,Female,Globe
2790,name2791,lastname2791,February,10,1999,BS Management,+639178614046,Female,Globe
2791,name2792,lastname2792,December,1,2000,BS Information Technology Entrepreneurship,+639276618965,Female,Globe
2792,name2793,lastname2793,January,23,1998,BS Management,+639189962726,Male,Smart
2793,name2794,lastname2794,September,21,1997,BS Legal Management,+639188861969,Female,Smart
2794,name2795,lastname2795,November,25,2001,BS Management Engineering,+639275024847,Female,Globe
2795,name2796,lastname2796,November,8,1999,BS Management Engineering,+639182093758,Female,Smart
2796,name2797,lastname2797,November,23,1997,BS Management,+639185382389,Male,Smart
2797,name2798,lastname2798,March,7,1997,BS Information Technology Entrepreneurship,+639175754679,Male,Globe
2798,name2799,lastname2799,August,4,1998,BS Management Engineering,+639277461513,Male,Globe
2799,name2800,lastname2800,February,11,1999,BS Information Technology Entrepreneurship,+639174488596,Male,Globe
2800,name2801,lastname2801,February,3,1997,BS Management Engineering,+639189705996,Female,Smart
2801,name2802,lastname2802,March,10,1998,BS Legal Management,+639178916476,Male,Globe
2802,name2803,lastname2803,May,8,2001,BS Communications Technology Management,+639175701274,Female,Globe
2803,name2804,lastname2804,December,8,1997,BS Management,+639271872504,Female,Globe
2804,name2805,lastname2805,May,1,1998,BS Communications Technology Management,+639174003946,Female,Globe
2805,name2806,lastname2806,December,23,1997,BS Communications Technology Management,+639175633847,Female,Globe
2806,name2807,lastname2807,February,10,2001,BS Management Engineering,+639273833462,Female,Globe
2807,name2808,lastname2808,August,12,2001,BS Legal Management,+639184468356,Female,Smart
2808,name2809,lastname2809,January,21,1999,BS Communications Technology Management,+639186861049,Female,Smart
2809,name2810,lastname2810,February,19,2000,BS Management Engineering,+639178715040,Female,Globe
2810,name2811,lastname2811,January,5,1999,BS Legal Management,+639275766610,Female,Globe
2811,name2812,lastname2812,April,10,2000,BS Management,+639185743461,Female,Smart
2812,name2813,lastname2813,November,23,1999,BS Legal Management,+639175773447,Female,Globe
2813,name2814,lastname2814,November,1,1998,BS Information Technology Entrepreneurship,+639185764164,Male,Smart
2814,name2815,lastname2815,March,8,1997,BS Management,+639271804102,Male,Globe
2815,name2816,lastname2816,October,11,2001,BS Legal Management,+639171004536,Female,Globe
2816,name2817,lastname2817,October,1,2001,BS Management,+639187451327,Female,Smart
2817,name2818,lastname2818,November,3,1997,BS Communications Technology Management,+639187437191,Female,Smart
2818,name2819,lastname2819,June,11,1998,BS Management Engineering,+639276898629,Female,Globe
2819,name2820,lastname2820,July,11,2001,BS Management Engineering,+639274109791,Female,Globe
2820,name2821,lastname2821,July,10,1997,BS Legal Management,+639278528062,Male,Globe
2821,name2822,lastname2822,May,15,1999,BS Information Technology Entrepreneurship,+639175335212,Female,Globe
2822,name2823,lastname2823,November,5,1999,BS Management,+639271687146,Male,Globe
2823,name2824,lastname2824,July,21,1998,BS Legal Management,+639272325900,Female,Globe
2824,name2825,lastname2825,January,5,1999,BS Legal Management,+639177484490,Female,Globe
2825,name2826,lastname2826,February,26,1997,BS Communications Technology Management,+639183306231,Male,Smart
2826,name2827,lastname2827,November,20,1999,BS Communications Technology Management,+639182089805,Male,Smart
2827,name2828,lastname2828,June,19,1998,BS Communications Technology Management,+639172447947,Female,Globe
2828,name2829,lastname2829,March,28,1999,BS Legal Management,+639181907406,Male,Smart
2829,name2830,lastname2830,August,9,2000,BS Information Technology Entrepreneurship,+639187011694,Female,Smart
2830,name2831,lastname2831,June,20,1999,BS Management,+639179553093,Female,Globe
2831,name2832,lastname2832,December,4,1998,BS Information Technology Entrepreneurship,+639173452096,Female,Globe
2832,name2833,lastname2833,August,26,2001,BS Legal Management,+639278603678,Female,Globe
2833,name2834,lastname2834,August,23,1997,BS Information Technology Entrepreneurship,+639171055440,Male,Globe
2834,name2835,lastname2835,June,22,1997,BS Information Technology Entrepreneurship,+639179418367,Male,Globe
2835,name2836,lastname2836,September,15,2000,BS Legal Management,+639189754150,Male,Smart
2836,name2837,lastname2837,September,4,1997,BS Communications Technology Management,+639184911922,Female,Smart
2837,name2838,lastname2838,September,24,1997,BS Management,+639185708967,Female,Smart
2838,name2839,lastname2839,November,20,1997,BS Communications Technology Management,+639274939044,Male,Globe
2839,name2840,lastname2840,June,15,1997,BS Communications Technology Management,+639274758594,Female,Globe
2840,name2841,lastname2841,April,18,1999,BS Information Technology Entrepreneurship,+639279894671,Female,Globe
2841,name2842,lastname2842,May,13,2001,BS Management Engineering,+639176716868,Female,Globe
2842,name2843,lastname2843,June,4,2001,BS Management,+639171238174,Female,Globe
2843,name2844,lastname2844,November,24,2001,BS Management Engineering,+639188046501,Male,Smart
2844,name2845,lastname2845,February,4,1998,BS Communications Technology Management,+639184918223,Female,Smart
2845,name2846,lastname2846,April,10,1999,BS Management Engineering,+639177282546,Female,Globe
2846,name2847,lastname2847,December,12,1999,BS Legal Management,+639182325516,Female,Smart
2847,name2848,lastname2848,April,26,1997,BS Management,+639271023450,Male,Globe
2848,name2849,lastname2849,March,7,1998,BS Communications Technology Management,+639276082859,Female,Globe
2849,name2850,lastname2850,July,8,1999,BS Legal Management,+639186504008,Female,Smart
2850,name2851,lastname2851,September,16,1997,BS Legal Management,+639276195428,Male,Globe
2851,name2852,lastname2852,October,16,1998,BS Communications Technology Management,+639183222888,Female,Smart
2852,name2853,lastname2853,March,9,1997,BS Management Engineering,+639174499502,Male,Globe
2853,name2854,lastname2854,October,2,1997,BS Management,+639179444113,Female,Globe
2854,name2855,lastname2855,March,25,1999,BS Legal Management,+639175865535,Female,Globe
2855,name2856,lastname2856,August,28,1998,BS Communications Technology Management,+639189808394,Male,Smart
2856,name2857,lastname2857,July,20,1998,BS Legal Management,+639176481354,Male,Globe
2857,name2858,lastname2858,September,10,2001,BS Legal Management,+639187186092,Female,Smart
2858,name2859,lastname2859,February,10,1998,BS Communications Technology Management,+639187617692,Female,Smart
2859,name2860,lastname2860,April,13,1997,BS Management Engineering,+639188196085,Male,Smart
2860,name2861,lastname2861,October,25,2001,BS Management Engineering,+639278266476,Female,Globe
2861,name2862,lastname2862,August,18,2001,BS Management,+639279253212,Male,Globe
2862,name2863,lastname2863,June,21,1997,BS Management,+639185656170,Female,Smart
2863,name2864,lastname2864,March,15,2000,BS Legal Management,+639277179379,Male,Globe
2864,name2865,lastname2865,July,4,2001,BS Legal Management,+639175958698,Female,Globe
2865,name2866,lastname2866,July,6,1998,BS Management,+639173892240,Female,Globe
2866,name2867,lastname2867,November,24,2000,BS Management,+639273074144,Female,Globe
